timestamp,open,high,low,close,volume
2025-05-15,129.1900,131.5500,128.8100,131.5000,9165089
2025-05-14,130.0700,130.1700,127.8700,128.4500,10463015
2025-05-13,131.1700,131.6400,129.7500,130.3100,8650220
2025-05-12,130.8350,132.3300,130.0600,131.6800,8392720
2025-05-09,131.1500,131.6500,130.1800,130.4400,4770504
2025-05-08,131.8850,132.9800,131.2600,131.4300,6392355
2025-05-07,130.9450,132.6700,130.2701,131.9150,6313815
2025-05-06,131.9000,131.9000,130.1600,130.7400,6889893
2025-05-05,134.0450,134.0450,131.7000,131.9900,8972159
2025-05-02,134.1500,134.4000,133.1499,133.7500,7169731
2025-05-01,134.4650,134.8100,133.2400,133.5500,6807019
2025-04-30,135.6300,136.1789,133.0950,135.5800,7923472
2025-04-29,132.4800,134.4600,131.5200,134.3100,7010733
2025-04-28,133.9000,135.4100,133.1000,133.7600,8498608
2025-04-25,135.4650,135.6100,131.8000,133.3800,11544686
2025-04-24,141.4500,141.8500,134.5300,135.3100,15577256
2025-04-23,143.2700,144.0150,140.8500,142.2600,7760035
2025-04-22,142.2800,144.2750,141.9500,143.4600,7144709
2025-04-21,142.5000,142.8300,140.5700,141.7300,7412800
2025-04-17,140.3400,143.5664,140.0750,142.8400,6131364
2025-04-16,144.1100,144.4000,139.7698,140.0900,7878593
2025-04-15,145.8400,145.9800,142.6274,142.8400,5459551
2025-04-14,144.1600,147.1750,143.5000,146.7500,5393999
